"Time","bansos"
"2024-07-27",0
"2024-07-28",0
"2024-07-29",0
"2024-07-30",0
"2024-07-31",81
"2024-05-31",0
"2024-06-01",0
"2024-06-02",0
"2024-06-03",0
"2024-06-04",100
"2024-06-05",0
"2024-06-06",0
"2024-06-07",0
"2024-06-08",0
"2024-06-09",0
"2024-06-10",0
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",0
"2024-06-15",0
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",72
"2024-06-25",0
"2024-06-26",0
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-04-30",0
"2024-05-01",0
"2024-05-02",0
"2024-05-03",0
"2024-05-04",0
"2024-05-05",0
"2024-05-06",0
"2024-05-07",0
"2024-05-08",0
"2024-05-09",100
"2024-05-10",0
"2024-05-11",0
"2024-05-12",0
"2024-05-13",0
"2024-05-14",0
"2024-05-15",79
"2024-05-16",0
"2024-05-17",0
"2024-05-18",0
"2024-05-19",0
"2024-05-20",0
"2024-05-21",0
"2024-05-22",79
"2024-05-23",81
"2024-05-24",0
"2024-05-25",0
"2024-05-26",0
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-03-31",83
"2024-04-01",0
"2024-04-02",0
"2024-04-03",100
"2024-04-04",0
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0
"2024-04-09",0
"2024-04-10",0
"2024-04-11",0
"2024-04-12",0
"2024-04-13",0
"2024-04-14",0
"2024-04-15",0
"2024-04-16",0
"2024-04-17",0
"2024-04-18",0
"2024-04-19",0
"2024-04-20",0
"2024-04-21",0
"2024-04-22",0
"2024-04-23",0
"2024-04-24",0
"2024-04-25",0
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",0
"2024-02-29",78
"2024-03-01",74
"2024-03-02",0
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",93
"2024-03-07",100
"2024-03-08",65
"2024-03-09",64
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",59
"2024-03-19",58
"2024-03-20",75
"2024-03-21",0
"2024-03-22",0
"2024-03-23",0
"2024-03-24",72
"2024-03-25",0
"2024-03-26",68
"2024-03-27",0
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",77
"2024-01-31",93
"2024-02-01",100
"2024-02-02",81
"2024-02-03",0
"2024-02-04",65
"2024-02-05",0
"2024-02-06",69
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",53
"2024-02-16",78
"2024-02-17",61
"2024-02-18",0
"2024-02-19",73
"2024-02-20",94
"2024-02-21",75
"2024-02-22",53
"2024-02-23",0
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0
"2024-02-27",52
"2024-02-28",81
"2024-02-29",65
"2023-12-31",0
"2024-01-01",0
"2024-01-02",0
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0
"2024-01-06",0
"2024-01-07",0
"2024-01-08",0
"2024-01-09",0
"2024-01-10",0
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",55
"2024-01-15",43
"2024-01-16",0
"2024-01-17",52
"2024-01-18",0
"2024-01-19",45
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",60
"2024-01-26",86
"2024-01-27",0
"2024-01-28",0
"2024-01-29",68
"2024-01-30",100
"2024-01-31",95
"2023-11-30",0
"2023-12-01",72
"2023-12-02",0
"2023-12-03",0
"2023-12-04",55
"2023-12-05",0
"2023-12-06",61
"2023-12-07",0
"2023-12-08",0
"2023-12-09",0
"2023-12-10",0
"2023-12-11",0
"2023-12-12",0
"2023-12-13",46
"2023-12-14",67
"2023-12-15",0
"2023-12-16",0
"2023-12-17",0
"2023-12-18",61
"2023-12-19",100
"2023-12-20",95
"2023-12-21",70
"2023-12-22",0
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",61
"2023-12-27",0
"2023-12-28",68
"2023-12-29",0
"2023-12-30",0
"2023-10-31",63
"2023-11-01",100
"2023-11-02",70
"2023-11-03",41
"2023-11-04",40
"2023-11-05",41
"2023-11-06",52
"2023-11-07",53
"2023-11-08",35
"2023-11-09",49
"2023-11-10",0
"2023-11-11",0
"2023-11-12",0
"2023-11-13",0
"2023-11-14",44
"2023-11-15",45
"2023-11-16",53
"2023-11-17",0
"2023-11-18",0
"2023-11-19",45
"2023-11-20",0
"2023-11-21",0
"2023-11-22",0
"2023-11-23",50
"2023-11-24",43
"2023-11-25",0
"2023-11-26",56
"2023-11-27",35
"2023-11-28",36
"2023-11-29",0
"2023-09-30",0
"2023-10-01",0
"2023-10-02",0
"2023-10-03",0
"2023-10-04",0
"2023-10-05",64
"2023-10-06",44
"2023-10-07",0
"2023-10-08",0
"2023-10-09",0
"2023-10-10",40
"2023-10-11",0
"2023-10-12",0
"2023-10-13",61
"2023-10-14",0
"2023-10-15",0
"2023-10-16",0
"2023-10-17",44
"2023-10-18",41
"2023-10-19",45
"2023-10-20",0
"2023-10-21",53
"2023-10-22",0
"2023-10-23",59
"2023-10-24",0
"2023-10-25",61
"2023-10-26",73
"2023-10-27",0
"2023-10-28",0
"2023-10-29",99
"2023-10-30",100
"2023-10-31",79
"2023-08-31",72
"2023-09-01",100
"2023-09-02",79
"2023-09-03",0
"2023-09-04",72
"2023-09-05",72
"2023-09-06",73
"2023-09-07",93
"2023-09-08",64
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0
"2023-09-12",59
"2023-09-13",0
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0
"2023-09-17",0
"2023-09-18",50
"2023-09-19",0
"2023-09-20",0
"2023-09-21",44
"2023-09-22",0
"2023-09-23",0
"2023-09-24",0
"2023-09-25",0
"2023-09-26",0
"2023-09-27",49
"2023-09-28",0
"2023-09-29",0
"2023-07-31",0
"2023-08-01",37
"2023-08-02",62
"2023-08-03",46
"2023-08-04",0
"2023-08-05",0
"2023-08-06",74
"2023-08-07",0
"2023-08-08",56
"2023-08-09",55
"2023-08-10",0
"2023-08-11",0
"2023-08-12",61
"2023-08-13",0
"2023-08-14",47
"2023-08-15",0
"2023-08-16",44
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",70
"2023-08-21",42
"2023-08-22",60
"2023-08-23",100
"2023-08-24",78
"2023-08-25",74
"2023-08-26",82
"2023-08-27",44
"2023-08-28",90
"2023-08-29",88
"2023-08-30",54
"2023-08-31",56
"2023-06-30",0
"2023-07-01",68
"2023-07-02",98
"2023-07-03",0
"2023-07-04",0
"2023-07-05",0
"2023-07-06",78
"2023-07-07",67
"2023-07-08",0
"2023-07-09",0
"2023-07-10",0
"2023-07-11",0
"2023-07-12",81
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",82
"2023-07-17",0
"2023-07-18",88
"2023-07-19",72
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",0
"2023-07-24",100
"2023-07-25",0
"2023-07-26",63
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-05-31",0
"2023-06-01",0
"2023-06-02",0
"2023-06-03",0
"2023-06-04",0
"2023-06-05",0
"2023-06-06",0
"2023-06-07",0
"2023-06-08",0
"2023-06-09",59
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",62
"2023-06-14",0
"2023-06-15",100
"2023-06-16",55
"2023-06-17",0
"2023-06-18",0
"2023-06-19",63
"2023-06-20",0
"2023-06-21",0
"2023-06-22",58
"2023-06-23",55
"2023-06-24",65
"2023-06-25",0
"2023-06-26",71
"2023-06-27",73
"2023-06-28",83
"2023-06-29",0
"2023-04-30",0
"2023-05-01",56
"2023-05-02",54
"2023-05-03",50
"2023-05-04",50
"2023-05-05",0
"2023-05-06",0
"2023-05-07",0
"2023-05-08",100
"2023-05-09",48
"2023-05-10",51
"2023-05-11",42
"2023-05-12",0
"2023-05-13",0
"2023-05-14",0
"2023-05-15",0
"2023-05-16",41
"2023-05-17",0
"2023-05-18",0
"2023-05-19",0
"2023-05-20",0
"2023-05-21",0
"2023-05-22",41
"2023-05-23",0
"2023-05-24",0
"2023-05-25",43
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0
"2023-05-29",0
"2023-05-30",59
"2023-03-31",0
"2023-04-01",0
"2023-04-02",48
"2023-04-03",75
"2023-04-04",70
"2023-04-05",67
"2023-04-06",0
"2023-04-07",51
"2023-04-08",52
"2023-04-09",0
"2023-04-10",56
"2023-04-11",55
"2023-04-12",0
"2023-04-13",0
"2023-04-14",0
"2023-04-15",66
"2023-04-16",0
"2023-04-17",52
"2023-04-18",56
"2023-04-19",100
"2023-04-20",48
"2023-04-21",0
"2023-04-22",0
"2023-04-23",0
"2023-04-24",0
"2023-04-25",0
"2023-04-26",0
"2023-04-27",52
"2023-04-28",0
"2023-04-29",90
"2023-02-28",0
"2023-03-01",0
"2023-03-02",0
"2023-03-03",0
"2023-03-04",0
"2023-03-05",48
"2023-03-06",55
"2023-03-07",80
"2023-03-08",70
"2023-03-09",100
"2023-03-10",69
"2023-03-11",0
"2023-03-12",40
"2023-03-13",52
"2023-03-14",0
"2023-03-15",37
"2023-03-16",0
"2023-03-17",0
"2023-03-18",0
"2023-03-19",43
"2023-03-20",0
"2023-03-21",0
"2023-03-22",0
"2023-03-23",0
"2023-03-24",0
"2023-03-25",0
"2023-03-26",0
"2023-03-27",43
"2023-03-28",38
"2023-03-29",45
"2023-03-30",52
"2023-01-31",67
"2023-02-01",0
"2023-02-02",0
"2023-02-03",0
"2023-02-04",0
"2023-02-05",0
"2023-02-06",0
"2023-02-07",0
"2023-02-08",74
"2023-02-09",90
"2023-02-10",0
"2023-02-11",0
"2023-02-12",0
"2023-02-13",66
"2023-02-14",0
"2023-02-15",0
"2023-02-16",67
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0
"2023-02-20",68
"2023-02-21",100
"2023-02-22",82
"2023-02-23",0
"2023-02-24",0
"2023-02-25",94
"2023-02-26",0
"2023-02-27",0
"2022-12-31",0
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0
"2023-01-06",0
"2023-01-07",0
"2023-01-08",0
"2023-01-09",0
"2023-01-10",90
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0
"2023-01-14",0
"2023-01-15",0
"2023-01-16",0
"2023-01-17",0
"2023-01-18",0
"2023-01-19",0
"2023-01-20",93
"2023-01-21",100
"2023-01-22",0
"2023-01-23",0
"2023-01-24",0
"2023-01-25",0
"2023-01-26",0
"2023-01-27",0
"2023-01-28",0
"2023-01-29",0
"2023-01-30",0
"2023-01-31",77
"2022-11-30",100
"2022-12-01",86
"2022-12-02",0
"2022-12-03",0
"2022-12-04",0
"2022-12-05",52
"2022-12-06",0
"2022-12-07",0
"2022-12-08",0
"2022-12-09",0
"2022-12-10",0
"2022-12-11",0
"2022-12-12",0
"2022-12-13",0
"2022-12-14",0
"2022-12-15",0
"2022-12-16",0
"2022-12-17",0
"2022-12-18",0
"2022-12-19",0
"2022-12-20",0
"2022-12-21",0
"2022-12-22",79
"2022-12-23",0
"2022-12-24",0
"2022-12-25",0
"2022-12-26",0
"2022-12-27",0
"2022-12-28",61
"2022-12-29",0
"2022-12-30",0
"2022-10-31",0
"2022-11-01",22
"2022-11-02",23
"2022-11-03",0
"2022-11-04",0
"2022-11-05",29
"2022-11-06",37
"2022-11-07",0
"2022-11-08",0
"2022-11-09",0
"2022-11-10",22
"2022-11-11",25
"2022-11-12",0
"2022-11-13",30
"2022-11-14",29
"2022-11-15",0
"2022-11-16",0
"2022-11-17",0
"2022-11-18",28
"2022-11-19",0
"2022-11-20",0
"2022-11-21",44
"2022-11-22",54
"2022-11-23",68
"2022-11-24",74
"2022-11-25",100
"2022-11-26",68
"2022-11-27",44
"2022-11-28",54
"2022-11-29",53
"2022-11-30",42
"2022-09-30",95
"2022-10-01",94
"2022-10-02",0
"2022-10-03",0
"2022-10-04",100
"2022-10-05",54
"2022-10-06",59
"2022-10-07",80
"2022-10-08",65
"2022-10-09",0
"2022-10-10",0
"2022-10-11",0
"2022-10-12",0
"2022-10-13",0
"2022-10-14",0
"2022-10-15",57
"2022-10-16",0
"2022-10-17",0
"2022-10-18",0
"2022-10-19",0
"2022-10-20",0
"2022-10-21",0
"2022-10-22",0
"2022-10-23",0
"2022-10-24",0
"2022-10-25",0
"2022-10-26",0
"2022-10-27",0
"2022-10-28",69
"2022-10-29",0
"2022-10-30",0
"2022-08-31",0
"2022-09-01",9
"2022-09-02",10
"2022-09-03",0
"2022-09-04",0
"2022-09-05",32
"2022-09-06",100
"2022-09-07",74
"2022-09-08",100
"2022-09-09",88
"2022-09-10",86
"2022-09-11",53
"2022-09-12",71
"2022-09-13",61
"2022-09-14",64
"2022-09-15",50
"2022-09-16",34
"2022-09-17",25
"2022-09-18",17
"2022-09-19",20
"2022-09-20",26
"2022-09-21",18
"2022-09-22",17
"2022-09-23",14
"2022-09-24",12
"2022-09-25",11
"2022-09-26",13
"2022-09-27",17
"2022-09-28",9
"2022-09-29",10
"2022-09-30",19
"2022-07-31",0
"2022-08-01",0
"2022-08-02",0
"2022-08-03",0
"2022-08-04",0
"2022-08-05",0
"2022-08-06",0
"2022-08-07",0
"2022-08-08",0
"2022-08-09",0
"2022-08-10",0
"2022-08-11",0
"2022-08-12",0
"2022-08-13",0
"2022-08-14",0
"2022-08-15",0
"2022-08-16",0
"2022-08-17",0
"2022-08-18",0
"2022-08-19",0
"2022-08-20",100
"2022-08-21",0
"2022-08-22",73
"2022-08-23",0
"2022-08-24",0
"2022-08-25",0
"2022-08-26",0
"2022-08-27",0
"2022-08-28",0
"2022-08-29",0
"2022-08-30",0
"2022-06-30",0
"2022-07-01",0
"2022-07-02",0
"2022-07-03",0
"2022-07-04",0
"2022-07-05",0
"2022-07-06",0
"2022-07-07",0
"2022-07-08",0
"2022-07-09",0
"2022-07-10",0
"2022-07-11",0
"2022-07-12",0
"2022-07-13",0
"2022-07-14",0
"2022-07-15",0
"2022-07-16",0
"2022-07-17",0
"2022-07-18",0
"2022-07-19",0
"2022-07-20",0
"2022-07-21",0
"2022-07-22",100
"2022-07-23",0
"2022-07-24",0
"2022-07-25",0
"2022-07-26",0
"2022-07-27",0
"2022-07-28",0
"2022-07-29",0
"2022-07-30",0
"2022-05-31",0
"2022-06-01",0
"2022-06-02",0
"2022-06-03",0
"2022-06-04",0
"2022-06-05",0
"2022-06-06",0
"2022-06-07",0
"2022-06-08",0
"2022-06-09",0
"2022-06-10",0
"2022-06-11",0
"2022-06-12",0
"2022-06-13",0
"2022-06-14",0
"2022-06-15",0
"2022-06-16",0
"2022-06-17",100
"2022-06-18",0
"2022-06-19",0
"2022-06-20",0
"2022-06-21",0
"2022-06-22",0
"2022-06-23",0
"2022-06-24",0
"2022-06-25",0
"2022-06-26",0
"2022-06-27",0
"2022-06-28",0
"2022-06-29",0
"2022-04-30",0
"2022-05-01",0
"2022-05-02",0
"2022-05-03",0
"2022-05-04",0
"2022-05-05",0
"2022-05-06",0
"2022-05-07",0
"2022-05-08",0
"2022-05-09",0
"2022-05-10",0
"2022-05-11",0
"2022-05-12",0
"2022-05-13",0
"2022-05-14",0
"2022-05-15",0
"2022-05-16",100
"2022-05-17",0
"2022-05-18",0
"2022-05-19",0
"2022-05-20",0
"2022-05-21",0
"2022-05-22",0
"2022-05-23",0
"2022-05-24",0
"2022-05-25",0
"2022-05-26",0
"2022-05-27",0
"2022-05-28",0
"2022-05-29",0
"2022-05-30",0
"2022-03-31",0
"2022-04-01",0
"2022-04-02",0
"2022-04-03",0
"2022-04-04",54
"2022-04-05",45
"2022-04-06",0
"2022-04-07",0
"2022-04-08",58
"2022-04-09",37
"2022-04-10",45
"2022-04-11",74
"2022-04-12",63
"2022-04-13",99
"2022-04-14",100
"2022-04-15",77
"2022-04-16",40
"2022-04-17",50
"2022-04-18",50
"2022-04-19",0
"2022-04-20",0
"2022-04-21",0
"2022-04-22",0
"2022-04-23",0
"2022-04-24",0
"2022-04-25",0
"2022-04-26",0
"2022-04-27",0
"2022-04-28",0
"2022-04-29",47
"2022-02-28",47
"2022-03-01",100
"2022-03-02",84
"2022-03-03",66
"2022-03-04",52
"2022-03-05",83
"2022-03-06",71
"2022-03-07",47
"2022-03-08",44
"2022-03-09",55
"2022-03-10",83
"2022-03-11",0
"2022-03-12",0
"2022-03-13",0
"2022-03-14",0
"2022-03-15",0
"2022-03-16",0
"2022-03-17",0
"2022-03-18",0
"2022-03-19",0
"2022-03-20",0
"2022-03-21",0
"2022-03-22",0
"2022-03-23",0
"2022-03-24",0
"2022-03-25",0
"2022-03-26",0
"2022-03-27",0
"2022-03-28",0
"2022-03-29",0
"2022-03-30",0
"2022-01-31",0
"2022-02-01",0
"2022-02-02",0
"2022-02-03",50
"2022-02-04",0
"2022-02-05",0
"2022-02-06",0
"2022-02-07",67
"2022-02-08",0
"2022-02-09",0
"2022-02-10",0
"2022-02-11",0
"2022-02-12",0
"2022-02-13",0
"2022-02-14",0
"2022-02-15",0
"2022-02-16",0
"2022-02-17",0
"2022-02-18",0
"2022-02-19",43
"2022-02-20",0
"2022-02-21",34
"2022-02-22",60
"2022-02-23",56
"2022-02-24",100
"2022-02-25",75
"2022-02-26",59
"2022-02-27",0
"2022-02-28",38
"2021-12-31",0
"2022-01-01",0
"2022-01-02",0
"2022-01-03",0
"2022-01-04",0
"2022-01-05",0
"2022-01-06",100
"2022-01-07",0
"2022-01-08",0
"2022-01-09",0
"2022-01-10",0
"2022-01-11",0
"2022-01-12",0
"2022-01-13",0
"2022-01-14",0
"2022-01-15",0
"2022-01-16",0
"2022-01-17",0
"2022-01-18",0
"2022-01-19",0
"2022-01-20",0
"2022-01-21",0
"2022-01-22",0
"2022-01-23",0
"2022-01-24",0
"2022-01-25",0
"2022-01-26",0
"2022-01-27",0
"2022-01-28",0
"2022-01-29",0
"2022-01-30",0
"2021-11-30",0
"2021-12-01",0
"2021-12-02",0
"2021-12-03",0
"2021-12-04",0
"2021-12-05",0
"2021-12-06",0
"2021-12-07",0
"2021-12-08",0
"2021-12-09",0
"2021-12-10",0
"2021-12-11",0
"2021-12-12",0
"2021-12-13",0
"2021-12-14",0
"2021-12-15",0
"2021-12-16",0
"2021-12-17",0
"2021-12-18",0
"2021-12-19",0
"2021-12-20",0
"2021-12-21",0
"2021-12-22",0
"2021-12-23",0
"2021-12-24",0
"2021-12-25",0
"2021-12-26",0
"2021-12-27",0
"2021-12-28",0
"2021-12-29",0
"2021-12-30",0
"2021-10-31",0
"2021-11-01",0
"2021-11-02",0
"2021-11-03",0
"2021-11-04",0
"2021-11-05",0
"2021-11-06",0
"2021-11-07",0
"2021-11-08",0
"2021-11-09",0
"2021-11-10",0
"2021-11-11",0
"2021-11-12",0
"2021-11-13",0
"2021-11-14",0
"2021-11-15",0
"2021-11-16",0
"2021-11-17",0
"2021-11-18",0
"2021-11-19",0
"2021-11-20",0
"2021-11-21",0
"2021-11-22",0
"2021-11-23",0
"2021-11-24",0
"2021-11-25",0
"2021-11-26",0
"2021-11-27",0
"2021-11-28",0
"2021-11-29",0
"2021-09-30",0
"2021-10-01",0
"2021-10-02",0
"2021-10-03",0
"2021-10-04",0
"2021-10-05",0
"2021-10-06",0
"2021-10-07",0
"2021-10-08",0
"2021-10-09",0
"2021-10-10",0
"2021-10-11",0
"2021-10-12",0
"2021-10-13",0
"2021-10-14",0
"2021-10-15",0
"2021-10-16",0
"2021-10-17",0
"2021-10-18",0
"2021-10-19",0
"2021-10-20",0
"2021-10-21",0
"2021-10-22",0
"2021-10-23",0
"2021-10-24",0
"2021-10-25",0
"2021-10-26",0
"2021-10-27",0
"2021-10-28",0
"2021-10-29",0
"2021-10-30",0
"2021-08-31",0
"2021-09-01",0
"2021-09-02",0
"2021-09-03",0
"2021-09-04",0
"2021-09-05",0
"2021-09-06",0
"2021-09-07",0
"2021-09-08",0
"2021-09-09",0
"2021-09-10",0
"2021-09-11",0
"2021-09-12",0
"2021-09-13",0
"2021-09-14",0
"2021-09-15",0
"2021-09-16",0
"2021-09-17",0
"2021-09-18",0
"2021-09-19",0
"2021-09-20",0
"2021-09-21",0
"2021-09-22",0
"2021-09-23",0
"2021-09-24",0
"2021-09-25",0
"2021-09-26",0
"2021-09-27",0
"2021-09-28",0
"2021-09-29",0
"2021-07-31",0
"2021-08-01",0
"2021-08-02",0
"2021-08-03",0
"2021-08-04",0
"2021-08-05",0
"2021-08-06",0
"2021-08-07",0
"2021-08-08",0
"2021-08-09",0
"2021-08-10",0
"2021-08-11",0
"2021-08-12",0
"2021-08-13",0
"2021-08-14",0
"2021-08-15",0
"2021-08-16",0
"2021-08-17",0
"2021-08-18",0
"2021-08-19",0
"2021-08-20",0
"2021-08-21",0
"2021-08-22",0
"2021-08-23",0
"2021-08-24",0
"2021-08-25",0
"2021-08-26",0
"2021-08-27",0
"2021-08-28",0
"2021-08-29",0
"2021-08-30",0
"2021-06-30",0
"2021-07-01",0
"2021-07-02",0
"2021-07-03",0
"2021-07-04",0
"2021-07-05",0
"2021-07-06",0
"2021-07-07",0
"2021-07-08",0
"2021-07-09",0
"2021-07-10",0
"2021-07-11",0
"2021-07-12",0
"2021-07-13",0
"2021-07-14",0
"2021-07-15",0
"2021-07-16",0
"2021-07-17",0
"2021-07-18",0
"2021-07-19",0
"2021-07-20",0
"2021-07-21",0
"2021-07-22",0
"2021-07-23",0
"2021-07-24",0
"2021-07-25",0
"2021-07-26",0
"2021-07-27",0
"2021-07-28",0
"2021-07-29",0
"2021-07-30",0
"2021-05-31",0
"2021-06-01",0
"2021-06-02",0
"2021-06-03",0
"2021-06-04",0
"2021-06-05",0
"2021-06-06",0
"2021-06-07",0
"2021-06-08",0
"2021-06-09",0
"2021-06-10",0
"2021-06-11",0
"2021-06-12",0
"2021-06-13",0
"2021-06-14",0
"2021-06-15",0
"2021-06-16",0
"2021-06-17",0
"2021-06-18",0
"2021-06-19",0
"2021-06-20",0
"2021-06-21",0
"2021-06-22",0
"2021-06-23",0
"2021-06-24",0
"2021-06-25",0
"2021-06-26",0
"2021-06-27",0
"2021-06-28",0
"2021-06-29",0
"2021-04-30",0
"2021-05-01",0
"2021-05-02",0
"2021-05-03",0
"2021-05-04",0
"2021-05-05",0
"2021-05-06",0
"2021-05-07",0
"2021-05-08",0
"2021-05-09",0
"2021-05-10",0
"2021-05-11",0
"2021-05-12",0
"2021-05-13",0
"2021-05-14",0
"2021-05-15",0
"2021-05-16",0
"2021-05-17",0
"2021-05-18",0
"2021-05-19",0
"2021-05-20",0
"2021-05-21",0
"2021-05-22",0
"2021-05-23",0
"2021-05-24",0
"2021-05-25",0
"2021-05-26",0
"2021-05-27",0
"2021-05-28",0
"2021-05-29",0
"2021-05-30",0
"2021-03-31",0
"2021-04-01",0
"2021-04-02",0
"2021-04-03",0
"2021-04-04",100
"2021-04-05",0
"2021-04-06",0
"2021-04-07",0
"2021-04-08",0
"2021-04-09",0
"2021-04-10",0
"2021-04-11",0
"2021-04-12",0
"2021-04-13",0
"2021-04-14",0
"2021-04-15",0
"2021-04-16",0
"2021-04-17",0
"2021-04-18",0
"2021-04-19",0
"2021-04-20",0
"2021-04-21",0
"2021-04-22",0
"2021-04-23",90
"2021-04-24",0
"2021-04-25",0
"2021-04-26",0
"2021-04-27",0
"2021-04-28",0
"2021-04-29",0
"2021-02-28",0
"2021-03-01",0
"2021-03-02",0
"2021-03-03",0
"2021-03-04",100
"2021-03-05",0
"2021-03-06",0
"2021-03-07",0
"2021-03-08",0
"2021-03-09",0
"2021-03-10",0
"2021-03-11",0
"2021-03-12",0
"2021-03-13",0
"2021-03-14",0
"2021-03-15",0
